stop_id,stop_name,stop_lat,stop_lon,location_type,parent_station
0213DRD,Ndumberi,-1.151558,36.805577,,
0213GGD,Githunguri Terminal,-1.056368,36.77893,,
0213GHD,Githurai,-1.204341,36.916884,,
0213KHO,Kiambu Hospital,-1.170495,36.830549,,
0213LUD,Lucky Summer Terminal,-1.239762,36.897502,,
0213MAT,Mathare North Terminal,-1.252119,36.867298,,
0213MKU,KU,-1.181746,36.937403,,
0213MRY,Ruiru,-1.147669,36.959317,,
0213NGB,Ngumba Terminal,-1.233753,36.884501,,
0213PGG,Proggie,-1.209074,36.928213,,
0213RNS,Rounda,-1.262183,36.878711,,
0213STG,Mwiki,-1.233935,36.930523,,
0213TKD,Thika Town,-1.035427,37.076427,,
0213TMA,Kiambu Bus Terminus,-1.168987,36.826301,,
0213WTD,Westlands Terminal,-1.262242,36.803652,,
0300AHE,Phase 3A Ruti,-1.266217,36.910436,,
0300AIA,AIC Ziwani,-1.279698,36.8374,,
0300AOK,Chokaa,-1.249863,36.95109,,
0300AOU,Hannah Court,-1.257162,36.904171,,
0300AYM,MYSA,-1.260762,36.909977,,
0300BAS,Base/Moi Forces Secondary School,-1.262131,36.86737,,
0300BCM,Eastleigh,-1.272295,36.849008,,
0300BPS,BP/Dandora Inn/Shell,-1.254669,36.894599,,
0300DSC,Dandora Secondary School,-1.251149,36.898903,,
0300E2S,Sector 2,-1.267548,36.911852,,
0300ENG,Majengo,-1.283916,36.843539,,
0300EQT,Equity Ngara,-1.278382,36.830223,0,
0300FM,FM,-1.26935,36.840581,,
0300FTY,Stage 41/Cinema,-1.249062,36.901231,,
0300GER,Gertrudes,-1.26675,36.911144,,
0300GHT,Gate 8,-1.26878,36.912987,,
0300IDA,Chai Road,-1.269889,36.838746,,
0300JAS,Junction Auto Spares,-1.259533,36.874237,,
0300KAR,Kariokor DC/Starehe,-1.27782,36.834932,,
0300KRE,Kariokor Estate,-1.278406,36.835811,,
0300KRG,Kariobangi Terminal,-1.2554,36.878468,,
0300LSE,Mowlem Heights,-1.25463,36.910264,,
0300MAA,Mamba,-1.269071,36.84167,,
0300MAR,Imara Primary,-1.271367,36.919137,,
0300MF,FM,-1.269394,36.840326,,
0300MIA,Masimba,-1.278239,36.908052,,
0300MLG,Mlango Kubwa,-1.267419,36.843714,,
0300MSB,Maili Saba,-1.254447,36.911404,,
0300MUT,36 Stage/Mutarakwa Road,-1.26148,36.886445,,
0300NFI,Infill B,-1.26581,36.907014,,
0300NGE,New Ngara Estate,-1.27975,36.831313,,
0300NME,Stage 41/Cinema,-1.248334,36.902926,,
0300NRG,Nigeria,-1.266321,36.848351,,
0300OBI,Kiboro,-1.266069,36.853603,,
0300OLE,Ole Suyean Guest Hs,-1.257796,36.911965,,
0300OPE,Mathare Worship/OiLibya,-1.265933,36.851487,,
0300PST,Posta,-1.276744,36.827354,,
0300R0D,Rounda,-1.264304,36.908472,,
0300RND,Rounda,-1.26251,36.878368,,
0300SAU,Junction Autospares,-1.260656,36.874146,,
0300UIH,Huruma Baptist,-1.257554,36.874505,,
0300UJT,Koma Junction,-1.265445,36.904661,,
0300UNE,Tushauriane,-1.266433,36.916085,,
0300ZII,Riziki Academy,-1.280771,36.838529,,
0300ZIN,Ziwani,-1.279599,36.837201,,
0300ZWN,Ziwani,-1.27907,36.8366,,
03014HM,K Mall/Phase 4,-1.2664,36.90556,,
0301ACC,AIC Church,-1.256619,36.89799,,
0301AIC,AIC Church,-1.25684,36.897347,,
0301AIZ,AIC Ziwani,-1.2796,36.837297,,
0301ALB,Amana/Jay Community,-1.266201,36.849035,,
0301ASN,Nasra,-1.278496,36.899608,,
0301ASP,Posta,-1.246274,36.905801,,
0301AUN,Dunia,-1.254611,36.893592,,
0301AWB,Kwa Mbao,-1.261723,36.884883,,
0301BAS,Base/Moi Forces Secondary School,-1.261668,36.871576,,
0301BHS,BH,-1.26582,36.857434,,
0301EGG,Garage,-1.272054,36.881511,,
0301FLT,Flats,-1.261775,36.872435,,
0301FM,FM,-1.26927,36.840838,,
0301GEE,Garage Stage,-1.279174,36.850014,,
0301ICH,Kwa Chief,-1.262083,36.867312,,
0301IDB,Bridge,-1.271689,36.881444,,
0301III,AIC Ziwani,-1.279725,36.837408,,
0301IRA,Kariokor Estate,-1.278325,36.835817,,
0301JUN,Saika Junction,-1.259587,36.912356,,
0301KDC,Kariokor DC/Starehe,-1.277831,36.835248,,
0301KMB,Karambe,-1.266882,36.845441,,
0301LJH,Shujaa Mall,-1.28091,36.9056,,
0301LLS,Danmills,-1.256905,36.904889,,
0301MAP,Mathare Worship/OiLibya,-1.265889,36.85133,,
0301MBK,Karambe,-1.266882,36.845698,,
0301MBP,Mamba,-1.268921,36.841922,,
0301MF,FM,-1.269275,36.840768,,
0301MJA,Meja,-1.263837,36.861033,,
0301MLG,Mlango Kubwa,-1.267348,36.843678,,
0301MOH,Dandora Secondary School,-1.251424,36.898334,,
0301MSB,Maili Saba,-1.254436,36.911444,,
0301MTS,Mother Teresa Road,-1.257648,36.874272,,
0301MYA,MYSA,-1.26052,36.909977,,
0301NGE,New Ngara Estate,-1.27906,36.830823,,
0301NUN,Junction,-1.257394,36.922541,,
0301OIO,Motito,-1.253238,36.897025,,
0301OSK,Rocks,-1.272891,36.911072,,
0301PST,Posta,-1.276317,36.826705,,
0301RDR,Rounder,-1.26206,36.879323,,
0301ROD,Rounda,-1.264495,36.908296,,
0301/RR,Garrisa/Eastleigh,-1.271165,36.848638,,
0301SNT,St. Teresa,-1.266469,36.847689,,
0301.ST,St.,-1.250115,36.951654,,
0301TAO,Total,-1.269822,36.880996,,
0301TOT,Total/Equity,-1.277901,36.829986,,
0301TTS,St. Teresa,-1.26646,36.847683,,
0301TUJ,Jay Community,-1.26619,36.849306,,
0301URE,Slaughter,-1.254616,36.931049,,
0301WAI,Ziwani,-1.278979,36.836557,,
0301WTE,Twisters,-1.256724,36.9251,,
0301YAM,Mayaka,-1.266754,36.880205,,
0302RND,Rounda,-1.262419,36.878486,,
0303GKM,Gikomba Market,-1.284049,36.840554,,
0303KND,Kanisani/Komarocks Phase 2,-1.26901,36.91362,,
0303KRG,Kariobangi Terminal,-1.255571,36.878086,,
0303KST,Kariobangi Terminal,-1.255301,36.878572,,
0303PGT,Pangani Terminal,-1.265042,36.838526,,
03106SE,36 Stage/Mutarawka Rd,-1.261405,36.886307,,
0310AAA,Garrissa Road,-1.273298,36.849014,,
0310ACC,AIC,-1.256659,36.897995,,
0310ADA,Adam,-1.25277,36.958826,,
0310AE.,St. Teresa,-1.266748,36.846798,,
0310AEA,Karambe,-1.266938,36.845782,,
0310AMB,Mamba,-1.269013,36.841804,,
0310ANS,Naivas,-1.280057,36.90107,,
0310BAO,Kwa Mbao,-1.261877,36.883988,,
0310BH,BH,-1.265987,36.857768,,
0310CHF,Kwa Chief,-1.262392,36.866339,,
0310DUN,Dunia,-1.255699,36.893,,
0310EAS,St Teresa,-1.266947,36.847823,,
0310ENA,Jestan,-1.246691,36.905158,,
0310EQT,Equity,-1.252438,36.897528,,
0310FLT,Flats,-1.261518,36.869833,,
0310FRC,Moi Airforces Stage,-1.265826,36.858766,,
0310GEG,Garage,-1.279392,36.849703,,
0310GTR,Gate 3A,-1.266197,36.910637,,
0310HAA,Johnsaga,-1.262125,36.874441,,
0310IES,Seniors,-1.2605,36.889732,,
0310IKE,KIE,-1.273677,36.825601,,
0310IKK,Kariokor,-1.279526,36.83354,0,
0310JAK,Koja,-1.281126,36.822757,0,
0310JAY,Jay Community,-1.266223,36.849303,,
0310JMT,Umoja 2 Market,-1.279741,36.897406,,
0310JNH,Johnsaga,-1.26213,36.874006,,
0310JST,Johnsaga,-1.261904,36.874065,,
0310JUN,Saika Junction,-1.259552,36.912367,,
0310LBW,Mathare Worship/OiLibya,-1.265928,36.851283,,
0310LMH,Shujaa mall,-1.281028,36.905597,,
0310MBO,Kwa Mbao,-1.254904,36.909953,,
0310MPP,Mowlem Police Post,-1.25667,36.905902,,
0310MSB,Maili Saba D,-1.254506,36.910782,,
0310NPI,Patanisho,-1.280288,36.911348,,
0310OGP,Ogopa Stage,-1.256158,36.90881,,
0310OSO,Soko,-1.26214,36.88179,,
0310OYT,Thayo,-1.262594,36.865692,,
0310PGG,Pangani Girls' School/Chai Road,-1.270182,36.837512,,
0310PGP,Pangani Police Post,-1.2703,36.835672,,
0310PHI,OiLibia/Worship Center,-1.265944,36.851395,,
0310PSE,Phase 4 Stage,-1.266817,36.906195,,
0310RIS,Wamwaris,-1.261084,36.888065,,
0310SEN,Seniors,-1.260172,36.890758,,
0310SKA,Saika,-1.256804,36.907785,,
0310SNT,St. Teresa,-1.266555,36.847404,,
0310STP,Posta,-1.245532,36.906767,,
0310TAO,Thayo,-1.262913,36.864361,,
0310TEN,Number 10,-1.263894,36.861143,,
0310TOE,Mowlem Police Post,-1.256797,36.900775,,
0310TON,Tononoka,-1.257512,36.90233,,
0310TOT,Total,-1.258177,36.893397,,
0310TUA,Thawabu Primary,-1.277713,36.915699,,
0310UYU,Muyuyu,-1.271333,36.850355,,
0310WSJ,Kwa Jose,-1.266052,36.855129,,
0310YAO,Day to Day,-1.274941,36.849582,,
0311AG1,Stage 41,-1.248205,36.902711,,
0311AGP,Agip/Olympic,-1.263911,36.860837,,
0311ASV,Naivas,-1.269892,36.913333,,
0311AUL,Huruma Flats,-1.261518,36.869452,,
0311BAO,Kwa Mbao,-1.261797,36.88445,,
0311BET,Bethany,-1.250111,36.905767,,
0311CHF,Kwa Chief,-1.26206,36.867403,,
0311CIN,41 Stage,-1.252141,36.902819,,
0311DIZ,Kwa Mandazi,-1.254192,36.90031,,
0311DTB,Bee Center/ Roundabt,-1.28274,36.902786,,
0311ENA,Sosian Estate,-1.281377,36.905356,,
0311EPC,PCEA Kayole,-1.27068,36.913,,
0311ESL,Shule,-1.268368,36.992238,,
0311FOR,Moi Forces Stage,-1.265525,36.859093,,
0311FTY,Cinema,-1.250746,36.904857,,
0311GAM,Mwangaza,-1.273445,36.910879,,
0311GHS,Eastleigh,-1.279613,36.847941,,
0311GIO,Rail Crossing,-1.257071,36.901647,,
0311INP,Pangani,-1.263632,36.837606,,
0311ION,Huruma Police Station,-1.260638,36.874044,,
0311ISN,Naivas,-1.269829,36.913303,,
0311JOD,Joada/Ogopa,-1.256726,36.907904,,
0311JSG,Johnsaga,-1.261942,36.873953,,
0311JUA,Jua Kali/Wamilebe,-1.246176,36.908398,,
0311KAR,Kariokor,-1.278042,36.833852,,
0311KEW,Kwa Jose,-1.265885,36.853509,,
0311MAI,Cinema,-1.250194,36.89974,,
0311MAN,Amana/Jay Community,-1.266113,36.849046,,
0311MBS,Masimba,-1.274378,36.910584,,
0311MNA,Amana,-1.266153,36.849338,,
0311NJO,Kiamaiko Junction,-1.256272,36.876791,,
0311NNE,Marigo Nne,-1.254787,36.899631,,
0311NNU,Guru Nanak,-1.269486,36.831666,,
0311OTG,Gate Ndogo,-1.259002,36.912341,,
0311PGG,Pangani Girls' School/Chai Road,-1.269865,36.838231,,
0311PGP,Pangani Police Post,-1.270257,36.835758,,
0311PQZ,Qwema plaza,-1.279778,36.906161,,
0311PSE,Phase 4,-1.266779,36.906209,,
0311.RE,St. Teresa,-1.266437,36.847667,,
0311RIS,Wamwaris,-1.261081,36.887801,,
0311RSA,Car Wash,-1.251676,36.955114,,
0311RTO,Kenol Petrol Station,-1.272629,36.911292,,
0311SAN,Naivas/Summer,-1.280063,36.901169,,
0311SAS,Hass,-1.262725,36.865421,,
0311SBE,Phase 5B,-1.265761,36.907067,,
0311SEN,Seniors/New Jerusalem,-1.260132,36.890638,,
0311SOK,Soko,-1.262113,36.881741,,
0311TEN,Number 10,-1.262975,36.863945,,
0311THY,Thayo,-1.262537,36.865729,,
0311TON,Tononoka,-1.257539,36.90247,,
0311TOT,Total,-1.258219,36.893431,,
0311WAK,Kwa Mandizi,-1.254235,36.964834,,
0311WMI,Pumwani Hospital,-1.279859,36.846782,,
0312BSK,Bus Station,-1.286348,36.829349,0,
0312EST,Eastleigh Terminal,-1.272252,36.850483,,
0312GKM,Gikomba Market,-1.284126,36.840649,,
0312NGR,Ngara,-1.275796,36.824732,,
0312SOK,Soko,-1.262071,36.881887,,
0313DDS,Dandora Terminal,-1.245059,36.90846,,
0313EST,Eastleigh Terminal,-1.27225,36.848948,,
0313JST,Johnsaga,-1.262041,36.874019,,
0313RND,Rounda,-1.262389,36.878748,,
04001ES,Step 1,-1.264604,36.916914,,
04001LV,First Love,-1.28248,36.89671,,
040056_,56,-1.265119,36.886551,,
0400AAS,Naivas,-1.294698,36.876707,,
0400ACS,Solace,-1.25858,36.916632,,
0400AFP,Pefa,-1.299487,36.889987,,
0400ALF,Supa Loaf,-1.268295,36.902459,,
0400AOS,Isiolo Road,-1.308323,36.844121,,
0400AP1,Avenue Park 1,-1.313767,36.893431,,
0400AP2,Avenue Park 2,-1.311461,36.892009,,
0400ARR,Umoja 1 Primary,-1.281801,36.886704,,
0400.AS,S.K.A.,-1.295899,36.839693,,
0400AZS,Mwangaza SDA,-1.273707,36.910887,,
0400BDC,Dc Bahati Office,-1.291113,36.857319,,
0400BEC,Bee Centre,-1.283357,36.902856,,
0400BER,Bee Centre/Roundabt,-1.282707,36.902432,,
0400BFA,Bifa,-1.29074,36.88251,,
0400BFR,Biafra,-1.286574,36.851751,,
0400BHC,Bahati Clinic,-1.290379,36.859007,,
0400BKB,Kiambiu,-1.278663,36.872697,,
0400BNB,Kobil,-1.328943,36.891768,,
0400BPS,Buru Roundabout,-1.277407,36.877643,,
0400BRB,Neighbours,-1.277692,36.876093,,
0400BSA,Busia Road,-1.310838,36.847817,,
0400CBN,Cabanas,-1.335821,36.892278,,
0400CHK,Chokaa,-1.250805,36.952837,,
0400CIN,Nacico,-1.288916,36.839789,,
0400CKC,KCC,-1.275794,36.888404,,
0400CKW,Kwa DC,-1.297709,36.867177,,
0400CLT,Caltex,-1.301526,36.887369,,
0400CLX,Caltex,-1.278657,36.88319,,
0400CMT,Chemist,-1.319169,36.896821,,
0400CNK,Centy Club,-1.233871,36.990191,,
0400CNR,Corner,-1.269495,36.881597,,
0400CNT,Connection,-1.321095,36.898098,,
0400CRN,Crown,-1.314108,36.852687,,
0400CRS,Crescent,-1.306163,36.88208,,
0400CST,Cathsam,-1.28459,36.89394,,
0400CSV,Mahutini/Southend,-1.269586,36.88275,,
0400CTB,Country Bus,-1.286758,36.835136,,
0400CTE,Caltex,-1.278652,36.883281,,
0400CWN,Crown,-1.307352,36.856347,,
0400DAA,Daraja,-1.316337,36.861896,,
0400DC,DC,-1.296925,36.863637,,
0400DNB,Doni Beach,-1.304934,36.883006,,
0400DNE,Dune,-1.269948,36.994619,,
0400DSP,Dayspring,-1.263539,36.887485,,
0400EAM,Cinema,-1.254009,36.895891,,
0400EES,St. James/Southern Bypass,-1.324035,36.845167,,
0400EIH,White House,-1.292953,36.886023,,
0400ELO,Nile Junction,-1.297733,36.8674,,
0400ENA,Nasra Stage,-1.270477,36.900504,,
0400EPA,Epren Academy,-1.29582,36.89553,,
0400ERE,Getrudes,-1.266692,36.910849,,
0400ESH,Phase 2,-1.26802,36.911911,,
0400EST,East Capital,-1.275337,36.891505,,
0400ETR,Bee Center,-1.283599,36.90162,,
0400EUL,Shule,-1.268601,36.992485,,
0400EXP,Express,-1.314765,36.85437,,
0400FAH,Fedha,-1.314427,36.893812,,
0400FDA,Fedha,-1.314712,36.894037,,
0400FDE,Fedha Estate,-1.313642,36.895661,,
0400FDS,Friends Centre,-1.293533,36.86471,,
0400FNN,Friends Inn,-1.265337,36.886184,,
0400FSX,56,-1.264898,36.887042,,
0400GAM,Stage mpya,-1.312632,36.892774,,
0400GAO,Mogas,-1.297627,36.872451,,
0400GGE,Garage,-1.277488,36.877107,,
0400GMT,General Motors,-1.325934,36.870723,,
0400GNS,Green Span Estate,-1.285958,36.90416,,
0400GPM,N,-1.285776,36.887594,,
0400GRS,Grand Supermaket,-1.283668,36.894236,,
0400HAJ,Shujaa Mall/Sosian Estate,-1.281057,36.905536,,
0400HAW,Car Wash,-1.291441,36.901252,,
0400HCC,Hillocks Country Club,-1.319164,36.865314,,
0400HDH,Hodihodi,-1.29309,36.866034,,
0400H/M,Southfield/Nakumatt,-1.330114,36.890195,,
0400HMN,Harmony/Pioneer,-1.265777,36.879929,,
0400HNB,Hornbill,-1.27876,36.888656,,
0400HRB,Harambee,-1.283695,36.873042,,
0400HRS,Harambee Sacco,-1.292744,36.899107,,
0400HRU,Uchumi Jogoo road,-1.296226,36.860188,,
0400IAC,Nacico,-1.28891,36.839789,,
0400IAK,Park Inn,-1.320333,36.897916,,
0400IBO,Kobil,-1.277924,36.8748,,
0400IEA,Mawe Mbili,-1.263301,36.979782,,
0400IGM,Dayspring Market,-1.264329,36.887852,,
0400IIA,OiLibya,-1.297771,36.85511,,
0400ILC,Civil,-1.263976,36.887678,,
0400IND,Industrial Area,-1.30012,36.83574,,
0400INR,Kenol Petrol Station,-1.284016,36.880414,,
0400IOI,Kioi,-1.277087,36.916082,,
0400IOR,Simba Court,-1.329807,36.854979,,
0400IRJ,New Njiru,-1.249476,36.942317,,
0400IWK,Kwa Maji,-1.271123,36.899938,,
0400JMC,M,-1.285068,36.887407,,
0400JNC,Junction,-1.26347,36.92213,,
0400JNT,Junction,-1.278491,36.889091,,
0400JNV,Jana Villa,-1.289892,36.852357,,
0400JSC,Jerusalem Shopping Centre,-1.286125,36.867167,,
0400JSF,House of Manji,-1.309712,36.857243,,
0400JSK,Jeska,-1.287991,36.891655,,
0400KAG,KAG Bahati,-1.288925,36.862264,,
0400KBE,Kobe,-1.227264,36.990311,,
0400KBL,Kobil,-1.328278,36.892562,,
0400KCB,KCB,-1.259276,36.879183,,
0400KCU,Cooperative Umoja,-1.28468,36.88505,,
0400KDO,Kwa DO,-1.274763,36.910452,,
0400KFW,Kwa Chief,-1.267859,36.885449,,
0400KHE,Bao Kithe,-1.269543,36.881114,,
0400KIN,JackNice,-1.312133,36.899034,,
0400KMJ,Koma Junction,-1.265504,36.904626,,
0400KMK,Kamakis,-1.171282,36.972865,,
0400KNA,Kirwa,-1.287809,36.891017,,
0400KNP,Kenpoly,-1.304277,36.883407,,
0400KNS,Kanisani,-1.268814,36.913869,,
0400KOI,Kioi,-1.279145,36.915382,,
0400KON,Kona,-1.268642,36.920629,,
0400KOT,Kotini,-1.295062,36.862403,,
0400KPS,Kayole Police,-1.26433,36.92351,,
0400KRT,Kartasi,-1.315173,36.859968,,
0400KRY,Kwa Roy,-1.168246,36.967919,,
0400KSD,Kisumu Ndogo,-1.299632,36.889783,,
0400KSP,Kariobangi South Primary School,-1.267478,36.885486,,
0400KTA,Katami,-1.294339,36.851626,,
0400KTN,Kitindo,-1.326508,36.895346,,
0400KWA,Kwal,-1.306381,36.841321,,
0400KWC,Kwa Chief,-1.280111,36.896349,,
0400KWR,Kware,-1.307341,36.889611,,
0400KYB,Kampala Road,-1.311638,36.849872,,
0400KYJ,Kayole Junction,-1.25765,36.92249,,
0400LBM,Bobmil,-1.331373,36.862596,,
0400LET,Hurlingam Stage 2,-1.252635,36.958008,,
0400LKN,Likoni,-1.296405,36.855267,,
0400LLE,Belleview,-1.319563,36.837791,,
0400LNC,Falcon Road/Kobil,-1.322474,36.869626,,
0400LRA,Astrid Petrol,-1.249117,36.948942,,
0400LTM,Mbotela,-1.296204,36.860252,,
0400MAE,Dar Es Salaam Road,-1.30416,36.838937,,
0400MAJ,Umoja 2,-1.278321,36.900187,,
0400MCW,Manyanja Road Car Wash,-1.28986,36.89401,,
0400MIU,Hurlingham,-1.253489,36.961463,,
0400MKG,Rikana/Makongeni,-1.2943,36.851181,,
0400MLA,Donholm Stage,-1.299353,36.88683,,
0400MLH,Mama Lucy Hospital,-1.273052,36.897218,,
0400MNL,Donholm,-1.296666,36.885878,,
0400MRA,Maria,-1.274258,36.917866,,
0400MRS,Mara Savanna,-1.298668,36.892513,,
0400MRT,Umoja Market,-1.286752,36.888464,,
0400MSB,Sosian Estate,-1.281468,36.905302,,
0400MTK,Mitikenda,-1.180882,36.987895,,
0400MTP,Metropolitan Hospital,-1.287643,36.874484,,
0400MTW,Mutindwa,-1.28617,36.88093,,
0400MYC,Myca,-1.260864,36.909819,,
0400MYK,Mayaka,-1.266861,36.880181,,
0400MZW,Maziwa,-1.293393,36.846809,,
0400N10,Number 10,-1.29319,36.867263,,
0400NCC,Nacico,-1.288989,36.839712,,
0400NKN,Kanisani,-1.309412,36.828382,,
0400NLI,Nobil,-1.273032,36.911096,,
0400NOI,Prison,-1.301354,36.837552,,
0400NPC,NPC Buruburu/CITAM,-1.29399,36.88053,,
0400NYD,Nyando,-1.277332,36.915929,,
0400NYV,Nyama Villa,-1.276184,36.908902,,
0400OLC,Reflector,-1.253119,36.93445,,
0400ONA,Raiply,-1.308156,36.868159,,
0400ONT,Onyatta,-1.24272,36.989463,,
0400OOJ,C,-1.27774,36.892616,,
0400OPS,Posta,-1.246455,36.905442,,
0400OSO,Sokoni,-1.267308,36.885467,,
0400PCK,Peacock,-1.278083,36.891199,,
0400PCL,Complex,-1.310447,36.900281,,
0400PES,Pioneer Estate,-1.271818,36.880503,,
0400PFS,Phase 4 Stage,-1.28923,36.88201,,
0400PH5,Phase 5,-1.292042,36.900469,,
0400PIO,Pioneer Estate,-1.267827,36.880428,,
0400PMR,Prime Rose,-1.276292,36.916809,,
0400POS,Post/Mihang'o,-1.265305,36.923289,,
0400PPL,Taj Mall,-1.323756,36.89967,,
0400PS1,Maringo Phase1,-1.293404,36.86272,,
0400PSG,Raphaels,-1.272407,36.877518,,
0400PSM,Buru 1 Primary School,-1.274135,36.877574,,
0400PST,Post,-1.281103,36.91366,,
0400PTC,Patco,-1.308478,36.865482,,
0400QPM,QMP,-1.252904,36.959279,,
0400QTY,Equity,-1.309123,36.845319,,
0400RAH,warah,-1.278212,36.908218,,
0400RAU,Rounda,-1.262736,36.878378,,
0400RBA,Homa Bay Road,-1.307588,36.842944,,
0400RCK,Rocks,-1.27296,36.9111,,
0400RDA,Rounda/Taj,-1.323214,36.900678,,
0400REN,Bee Centre,-1.282773,36.902896,,
0400RND,Rounda,-1.264592,36.908344,,
0400ROA,Road A,-1.317972,36.862809,,
0400ROD,Kwa Breakdown,-1.270264,36.880988,,
0400ROU,Mutarakwa Road,-1.269302,36.881015,,
0400RPY,Tanga Road,-1.307445,36.873329,,
0400RST,Raster,-1.275374,36.917464,,
0400RUU,Subaru,-1.330537,36.856298,,
0400S3B,Sector 3B,-1.265207,36.90773,,
0400SBA,Sabasaba,-1.273009,36.918247,,
0400SET,Sector 3A,-1.265182,36.909149,,
0400SFD,Softa Road,-1.32455,36.870715,,
0400SIX,36 Stage,-1.262572,36.886991,,
0400SKJ,Saika Junction,-1.259639,36.912423,,
0400SLA,Stella,-1.289558,36.885207,,
0400SNC,Sun City,-1.285452,36.85161,,
0400SNG,Sango,-1.286538,36.89445,,
0400SOS,Shujaa Mall,-1.28105,36.905592,,
0400SP1,Step 1,-1.265112,36.916519,,
0400SPE,Super Highway,-1.165114,36.958521,,
0400SRY,Oyster,-1.292991,36.898404,,
0400STG,Stage Mpya,-1.312619,36.892717,,
0400STL,Stella,-1.289585,36.885218,,
0400SUR,Summers,-1.27869,36.90747,,
0400SVN,Savanna,-1.297722,36.893742,,
0400SWT,Soweto,-1.281356,36.914771,,
0400TAT,Total,-1.269779,36.880902,,
0400TIU,Mahutini/Southend,-1.269522,36.882871,,
0400TJR,Total Jogoo Road/Mogas,-1.29806,36.869393,,
0400TLA,Total Hamza,-1.297096,36.876069,,
0400TLS,Slaughter,-1.252699,36.935531,,
0400TMI,Tumaini/Tassia,-1.309294,36.890695,,
0400TMN,Tumaini,-1.297261,36.894332,,
0400TMW,Outer Mwisho,-1.271812,36.879403,,
0400TNJ,Jestan,-1.247281,36.904404,,
0400TOO,Kenol Petrol Station,-1.283852,36.880296,,
0400TPK,Tetrapark,-1.314009,36.856534,,
0400TRN,Transami,-1.325344,36.897261,,
0400TSA,Tassia,-1.310388,36.89135,,
0400TSH,Tushauriane,-1.266625,36.915988,,
0400TSK,Tuskys,-1.290196,36.90195,,
0400TSX,Junction 30 Stage,-1.261387,36.886382,,
0400TTP,Total Petrol Station,-1.26987,36.880975,,
0400TUI,Equity,-1.326615,36.849609,,
0400TUY,Tuskys,-1.307043,36.876106,,
0400TYO,Joystar,-1.286951,36.889134,,
0400UAU,Lunga Lunga Square,-1.309245,36.860737,,
0400UCB,Uchumi Buruburu,-1.28808,36.88157,,
0400UFD,Uhuru Fields,-1.285164,36.868148,,
0400UJJ,Umoja Junction,-1.27826,36.890486,,
0400UJN,Uhuru Junction,-1.281881,36.871421,,
0400UJR,Uchumi Jogoo Road,-1.296231,36.86022,,
0400UM1,Umoja 1/Jasho Stage,-1.284156,36.887289,,
0400UM2,Umoja 2,-1.279339,36.898189,,
0400UMA,Umoja 3,-1.274334,36.89459,,
0400UMD,Umoja Dispensary,-1.2826,36.886801,,
0400UMJ,Cherina,-1.276286,36.886468,,
0400UMM,Umoja Market/ Cooperative Umoja/ Jasho Stage,-1.283684,36.887155,,
0400UMP,Umoja PCEA,-1.280541,36.886606,,
0400UOJ,Umoja 3,-1.274357,36.894273,,
0400URH,Muthurwa,-1.286457,36.834379,,
0400USM,Summers,-1.278743,36.907392,,
0400USS,Uhuru Secondary School,-1.283791,36.869433,,
0400VAN,Naivas,-1.294675,36.876871,,
0400VNA,Viwandi,-1.307867,36.856398,,
0400VPK,KMall,-1.266443,36.905587,,
0400VSP,Visa Place,-1.277917,36.895035,,
0400WKM,Welkim,-1.266918,36.989741,,
0400YAA,Mayaka,-1.266775,36.880175,,
0400ZAH,Hamza,-1.297322,36.874867,,
04011EP,Step 1,-1.265049,36.916544,,
0401AAN,Naivas,-1.294579,36.877051,,
0401ABL,OiLibya,-1.297894,36.85533,,
0401ADI,Dunia,-1.254658,36.893525,,
0401AIM,Hurlingam/QMP,-1.253339,36.961082,,
0401AIN,Kanisani,-1.257597,36.878673,,
0401ALL,Shujaa Mall,-1.281023,36.905533,,
0401AMA,Makadara,-1.296349,36.861974,,
0401AMB,Bamudas,-1.262142,36.9077,,
0401AMG,Uchumi Stage,-1.295911,36.859382,,
0401ANE,Tena,-1.291773,36.891441,,
0401ANK,Rikana,-1.294087,36.851505,,
0401ANO,Nacico,-1.287369,36.837314,,
0401ARA,Imara Primary,-1.271303,36.919116,,
0401ATN,Nabuto,-1.285486,36.894032,,
0401BCK,KCB,-1.259732,36.878751,,
0401BDG,Bridge,-1.271248,36.880891,,
0401BEC,Bee Centre,-1.28332,36.90282,,
0401BEN,Nasra Estate,-1.280782,36.901531,,
0401BFR,Biafra,-1.286501,36.851676,,
0401BKC,KCB,-1.259657,36.878746,,
0401BLK,Kobil,-1.320913,36.89827,,
0401BMP,Bumps,-1.26989,36.90834,,
0401BPF,Buruburu Phase 5 Favourites,-1.29403,36.87993,,
0401BPH,Buruburu Phase One,-1.272805,36.877509,,
0401BPR,Neighbours Buruburu Phase 1,-1.275364,36.877375,,
0401BPS,Bahati Primary School Kag Bahati,-1.288887,36.862392,,
0401BRG,Buru Buru Girls,-1.286377,36.874012,,
0401BSA,Busia Road,-1.310731,36.847871,,
0401BSR,Kayole Hospital/Biason Road,-1.270241,36.919824,,
0401CAS,East Capital,-1.274988,36.892208,,
0401CEX,Chloride Exide,-1.321535,36.868663,,
0401CHK,Chokaa,-1.250724,36.952748,,
0401CLT,Caltex/Total,-1.300812,36.887632,,
0401CLV,Calvary,-1.264662,36.916916,,
0401CLX,Caltex,-1.278271,36.883952,,
0401CMT,Chemist,-1.319196,36.897208,,
0401CNI,Junction,-1.297606,36.867757,,
