time,temperature_c,rain,wind_speed,Super (PMS),Diesel (AGO),demand,demand_lag_1h,demand_lag_24h,demand_lag_168h
2024-04-02 06:00:00,20.0,0.0,1.8,180.66,168.06,73.6,70.6,95.7,86.1
2024-04-02 07:00:00,21.7,0.1,2.5,180.66,168.06,77.7,73.6,101.0,90.2
2024-04-02 08:00:00,23.8,0.3,7.0,180.66,168.06,90.8,77.7,102.7,92.5
2024-04-02 09:00:00,25.2,0.2,8.0,180.66,168.06,93.2,90.8,108.5,97.3
2024-04-02 10:00:00,26.4,0.0,7.3,180.66,168.06,91.0,93.2,110.0,100.6
2024-04-02 11:00:00,27.4,0.0,9.2,180.66,168.06,95.8,91.0,108.4,104.0
2024-04-02 12:00:00,26.8,0.0,12.9,180.66,168.06,102.6,95.8,112.9,105.5
2024-04-02 13:00:00,26.5,0.0,12.6,180.66,168.06,101.7,102.6,102.8,110.9
2024-04-02 14:00:00,25.2,0.0,12.5,180.66,168.06,100.2,101.7,106.8,110.9
2024-04-02 15:00:00,23.4,0.0,10.7,180.66,168.06,94.8,100.2,100.5,104.9
2024-04-02 16:00:00,21.3,0.0,5.3,180.66,168.06,81.9,94.8,92.3,95.6
2024-04-02 17:00:00,20.4,0.0,6.3,180.66,168.06,83.0,81.9,82.5,89.5
2024-04-02 18:00:00,20.5,0.0,2.3,180.66,168.06,75.1,83.0,82.5,89.2
2024-04-02 19:00:00,18.9,0.0,3.4,180.66,168.06,75.7,75.1,84.0,87.1
2024-04-02 20:00:00,17.7,0.0,5.1,180.66,168.06,77.9,75.7,83.9,87.4
2024-04-02 21:00:00,17.2,0.0,3.1,180.66,168.06,73.4,77.9,85.1,87.8
2024-04-02 22:00:00,16.1,0.0,3.7,180.66,168.06,73.5,73.4,83.9,93.5
2024-04-02 23:00:00,15.4,0.0,4.0,180.66,168.06,73.4,73.5,82.4,88.0
2024-04-03 00:00:00,15.6,0.0,2.2,180.66,168.06,70.0,73.4,82.2,87.9
2024-04-03 01:00:00,16.2,0.0,3.8,180.66,168.06,73.8,70.0,72.5,82.4
2024-04-03 02:00:00,16.6,0.0,3.7,180.66,168.06,74.0,73.8,74.6,82.5
2024-04-03 03:00:00,16.4,0.0,5.4,180.66,168.06,77.2,74.0,77.5,84.3
2024-04-03 04:00:00,15.8,0.0,5.8,180.66,168.06,77.4,77.2,74.2,89.7
2024-04-03 05:00:00,18.1,0.0,4.1,180.66,168.06,76.3,77.4,70.6,92.9
2024-04-03 06:00:00,20.5,0.0,2.1,180.66,168.06,74.7,76.3,73.6,95.6
2024-04-03 07:00:00,22.8,0.0,5.6,180.66,168.06,84.0,74.7,77.7,95.8
2024-04-03 08:00:00,24.5,0.1,6.5,180.66,168.06,88.5,84.0,90.8,102.2
2024-04-03 09:00:00,25.9,0.1,7.2,180.66,168.06,91.3,88.5,93.2,104.4
2024-04-03 10:00:00,27.2,0.0,7.9,180.66,168.06,93.0,91.3,91.0,105.3
2024-04-03 11:00:00,28.0,0.0,8.1,180.66,168.06,94.2,93.0,95.8,110.1
2024-04-03 12:00:00,28.1,0.0,10.7,180.66,168.06,99.5,94.2,102.6,111.2
2024-04-03 13:00:00,26.2,0.0,10.5,180.66,168.06,97.2,99.5,101.7,108.6
2024-04-03 14:00:00,25.8,0.0,10.2,180.66,168.06,96.2,97.2,100.2,108.6
2024-04-03 15:00:00,24.0,0.1,5.4,180.66,168.06,85.8,96.2,94.8,105.8
2024-04-03 16:00:00,19.2,1.2,6.0,180.66,168.06,93.2,85.8,81.9,90.3
2024-04-03 17:00:00,17.6,1.7,6.5,180.66,168.06,97.6,93.2,83.0,83.5
2024-04-03 18:00:00,17.5,1.3,3.3,180.66,168.06,87.1,97.6,75.1,82.9
2024-04-03 19:00:00,17.5,0.3,5.9,180.66,168.06,82.3,87.1,75.7,86.5
2024-04-03 20:00:00,17.4,0.4,7.6,180.66,168.06,86.6,82.3,77.9,88.7
2024-04-03 21:00:00,17.2,0.4,8.1,180.66,168.06,87.4,86.6,73.4,85.2
2024-04-03 22:00:00,16.9,0.9,8.4,180.66,168.06,92.7,87.4,73.5,83.8
2024-04-03 23:00:00,16.7,0.4,5.2,180.66,168.06,81.1,92.7,73.4,82.5
2024-04-04 00:00:00,16.5,0.4,3.5,180.66,168.06,77.5,81.1,70.0,80.7
2024-04-04 01:00:00,16.6,0.0,5.2,180.66,168.06,77.0,77.5,73.8,76.5
2024-04-04 02:00:00,16.6,0.0,4.1,180.66,168.06,74.8,77.0,74.0,78.4
2024-04-04 03:00:00,17.0,0.0,4.6,180.66,168.06,76.2,74.8,77.2,78.2
2024-04-04 04:00:00,17.4,0.0,4.1,180.66,168.06,75.6,76.2,77.4,84.8
2024-04-04 05:00:00,18.5,0.0,4.6,180.66,168.06,77.7,75.6,76.3,89.1
2024-04-04 06:00:00,18.8,0.0,7.2,180.66,168.06,83.2,77.7,74.7,92.7
2024-04-04 07:00:00,20.1,0.2,7.4,180.66,168.06,86.9,83.2,84.0,95.6
2024-04-04 08:00:00,22.5,0.1,7.4,180.66,168.06,88.3,86.9,88.5,102.8
2024-04-04 09:00:00,24.0,0.0,8.4,180.66,168.06,90.8,88.3,91.3,106.3
2024-04-04 10:00:00,24.6,0.1,10.5,180.66,168.06,96.6,90.8,93.0,107.8
2024-04-04 11:00:00,24.4,0.0,12.7,180.66,168.06,99.8,96.6,94.2,110.1
2024-04-04 12:00:00,24.1,0.0,10.6,180.66,168.06,95.3,99.8,99.5,111.3
2024-04-04 13:00:00,25.8,0.0,9.4,180.66,168.06,94.6,95.3,97.2,110.0
2024-04-04 14:00:00,25.1,0.0,11.0,180.66,168.06,97.1,94.6,96.2,109.69999999999999
2024-04-04 15:00:00,24.0,0.0,8.3,180.66,168.06,90.6,97.1,85.8,106.9
2024-04-04 16:00:00,21.0,0.1,5.4,180.66,168.06,82.8,90.6,93.2,96.7
2024-04-04 17:00:00,20.2,0.0,2.4,180.66,168.06,75.0,82.8,97.6,89.7
2024-04-04 18:00:00,18.9,0.1,4.4,180.66,168.06,78.7,75.0,87.1,83.6
2024-04-04 19:00:00,18.4,0.2,4.0,180.66,168.06,78.4,78.7,82.3,84.7
2024-04-04 20:00:00,18.0,0.1,6.5,180.66,168.06,82.0,78.4,86.6,84.1
2024-04-04 21:00:00,17.5,0.2,7.1,180.66,168.06,83.7,82.0,87.4,82.1
2024-04-04 22:00:00,17.6,0.3,6.5,180.66,168.06,83.6,83.7,92.7,80.9
2024-04-04 23:00:00,17.4,0.5,8.4,180.66,168.06,89.2,83.6,81.1,80.2
2024-04-05 00:00:00,17.2,0.1,8.1,180.66,168.06,84.4,89.2,77.5,78.7
2024-04-05 01:00:00,16.8,0.1,7.2,180.66,168.06,82.2,84.4,77.0,78.6
2024-04-05 02:00:00,16.7,0.0,4.0,180.66,168.06,74.7,82.2,74.8,78.1
2024-04-05 03:00:00,16.9,0.0,4.1,180.66,168.06,75.1,74.7,76.2,79.0
2024-04-05 04:00:00,17.1,0.0,4.6,180.66,168.06,76.3,75.1,75.6,81.4
2024-04-05 05:00:00,17.6,0.0,4.7,180.66,168.06,77.0,76.3,77.7,80.8
2024-04-05 06:00:00,19.0,0.0,4.7,180.66,168.06,78.4,77.0,83.2,96.7
2024-04-05 07:00:00,20.9,0.1,4.1,180.66,168.06,80.1,78.4,86.9,99.6
2024-04-05 08:00:00,22.9,0.1,6.9,180.66,168.06,87.7,80.1,88.3,100.6
2024-04-05 09:00:00,24.2,0.4,8.7,180.66,168.06,95.6,87.7,90.8,102.1
2024-04-05 10:00:00,25.6,0.1,5.8,180.66,168.06,88.2,95.6,96.6,100.2
2024-04-05 11:00:00,22.9,2.8,16.4,180.66,168.06,133.7,88.2,99.8,99.9
2024-04-05 12:00:00,21.4,1.5,3.6,180.66,168.06,93.6,133.7,95.3,102.6
2024-04-05 13:00:00,25.6,0.1,12.1,180.66,168.06,100.8,93.6,94.6,103.0
2024-04-05 14:00:00,25.0,0.0,11.6,180.66,168.06,98.2,100.8,97.1,103.6
2024-04-05 15:00:00,23.0,0.1,11.1,180.66,168.06,96.2,98.2,90.6,104.7
2024-04-05 16:00:00,21.2,0.0,7.1,180.66,168.06,85.4,96.2,82.8,98.2
2024-04-05 17:00:00,19.4,0.1,7.9,180.66,168.06,86.2,85.4,75.0,95.6
2024-04-05 18:00:00,17.6,1.1,11.7,180.66,168.06,102.0,86.2,78.7,88.1
2024-04-05 19:00:00,17.1,0.6,3.3,180.66,168.06,79.7,102.0,78.4,100.4
2024-04-05 20:00:00,17.0,1.7,1.0,180.66,168.06,86.0,79.7,82.0,86.9
2024-04-05 21:00:00,16.8,1.8,8.3,180.66,168.06,101.4,86.0,83.7,84.2
2024-04-05 22:00:00,16.5,2.4,8.4,180.66,168.06,107.3,101.4,83.6,84.8
2024-04-05 23:00:00,16.4,0.2,5.6,180.66,168.06,79.6,107.3,89.2,83.8
2024-04-06 00:00:00,16.5,0.0,2.6,180.66,168.06,71.7,79.6,84.4,84.9
2024-04-06 01:00:00,16.1,0.0,2.7,180.66,168.06,71.5,71.7,82.2,83.1
2024-04-06 02:00:00,15.8,0.0,3.1,180.66,168.06,72.0,71.5,74.7,90.7
2024-04-06 03:00:00,15.9,0.0,3.1,180.66,168.06,72.1,72.0,75.1,85.4
2024-04-06 04:00:00,16.5,0.0,3.6,180.66,168.06,73.7,72.1,76.3,77.7
2024-04-06 05:00:00,17.4,0.0,4.2,180.66,168.06,75.8,73.7,77.0,84.8
2024-04-06 06:00:00,18.6,0.0,5.5,180.66,168.06,79.6,75.8,78.4,94.9
2024-04-06 07:00:00,20.3,0.0,4.2,180.66,168.06,78.7,79.6,80.1,100.8
2024-04-06 08:00:00,22.1,0.1,5.8,180.66,168.06,84.7,78.7,87.7,106.7
2024-04-06 09:00:00,24.4,0.1,6.3,180.66,168.06,88.0,84.7,95.6,107.3
2024-04-06 10:00:00,23.0,0.5,9.2,180.66,168.06,96.4,88.0,88.2,108.2
2024-04-06 11:00:00,22.5,2.1,11.8,180.66,168.06,117.1,96.4,133.7,113.2
2024-04-06 12:00:00,21.1,1.9,6.9,180.66,168.06,103.9,117.1,93.6,121.1
2024-04-06 13:00:00,25.0,0.1,11.2,180.66,168.06,98.4,103.9,100.8,115.6
2024-04-06 14:00:00,23.0,0.6,13.3,180.66,168.06,105.6,98.4,98.2,115.3
2024-04-06 15:00:00,21.4,0.7,5.9,180.66,168.06,90.2,105.6,96.2,102.8
2024-04-06 16:00:00,19.1,0.3,3.6,180.66,168.06,79.3,90.2,85.4,89.3
2024-04-06 17:00:00,19.1,0.4,2.7,180.66,168.06,78.5,79.3,86.2,86.8
2024-04-06 18:00:00,18.0,0.8,6.6,180.66,168.06,89.2,78.5,102.0,87.4
2024-04-06 19:00:00,17.6,1.2,2.1,180.66,168.06,83.80000000000001,89.2,79.7,88.9
2024-04-06 20:00:00,17.4,1.0,7.3,180.66,168.06,92.0,83.80000000000001,86.0,88.5
2024-04-06 21:00:00,17.0,0.5,8.8,180.66,168.06,89.6,92.0,101.4,84.8
2024-04-06 22:00:00,16.6,0.1,5.8,180.66,168.06,79.2,89.6,107.3,89.2
2024-04-06 23:00:00,16.8,0.0,4.3,180.66,168.06,75.4,79.2,79.6,90.2
2024-04-07 00:00:00,17.0,0.0,3.0,180.66,168.06,73.0,75.4,71.7,93.2
2024-04-07 01:00:00,16.9,0.0,2.6,180.66,168.06,72.1,73.0,71.5,85.0
2024-04-07 02:00:00,16.6,0.0,2.6,180.66,168.06,71.8,72.1,72.0,84.2
2024-04-07 03:00:00,16.6,0.0,3.3,180.66,168.06,73.2,71.8,72.1,105.4
2024-04-07 04:00:00,16.4,0.0,2.9,180.66,168.06,72.2,73.2,73.7,137.1
2024-04-07 05:00:00,18.3,0.0,2.3,180.66,168.06,72.9,72.2,75.8,92.2
2024-04-07 06:00:00,20.2,0.0,1.3,180.66,168.06,72.8,72.9,79.6,92.7
2024-04-07 07:00:00,22.0,0.0,3.1,180.66,168.06,78.2,72.8,78.7,98.2
2024-04-07 08:00:00,23.8,0.0,4.3,180.66,168.06,82.4,78.2,84.7,100.2
2024-04-07 09:00:00,25.1,0.0,5.8,180.66,168.06,86.7,82.4,88.0,106.0
2024-04-07 10:00:00,26.1,0.0,8.8,180.66,168.06,93.7,86.7,96.4,107.6
2024-04-07 11:00:00,27.2,0.0,10.7,180.66,168.06,98.6,93.7,117.1,112.5
2024-04-07 12:00:00,26.1,0.0,12.5,180.66,168.06,101.1,98.6,103.9,114.2
2024-04-07 13:00:00,25.8,0.2,12.9,180.66,168.06,103.6,101.1,98.4,116.5
2024-04-07 14:00:00,24.9,0.1,12.7,180.66,168.06,101.3,103.6,105.6,113.4
2024-04-07 15:00:00,23.0,0.1,7.6,180.66,168.06,89.2,101.3,90.2,109.6
2024-04-07 16:00:00,20.4,0.1,12.1,180.66,168.06,95.6,89.2,79.3,102.0
2024-04-07 17:00:00,19.0,0.1,2.4,180.66,168.06,74.8,95.6,78.5,97.0
2024-04-07 18:00:00,17.8,1.2,7.9,180.66,168.06,95.6,74.8,89.2,93.2
2024-04-07 19:00:00,18.0,0.1,1.3,180.66,168.06,71.6,95.6,83.80000000000001,92.5
2024-04-07 20:00:00,17.2,0.1,4.7,180.66,168.06,77.6,71.6,92.0,89.4
2024-04-07 21:00:00,17.6,0.2,8.2,180.66,168.06,86.0,77.6,89.6,82.3
2024-04-07 22:00:00,17.3,0.1,6.8,180.66,168.06,81.9,86.0,79.2,86.0
2024-04-07 23:00:00,16.9,0.0,2.5,180.66,168.06,71.9,81.9,75.4,87.5
2024-04-08 00:00:00,16.8,0.0,2.9,180.66,168.06,72.6,71.9,73.0,89.8
2024-04-08 01:00:00,15.9,0.0,3.6,180.66,168.06,73.1,72.6,72.1,82.0
2024-04-08 02:00:00,15.3,0.0,3.3,180.66,168.06,71.9,73.1,71.8,82.6
2024-04-08 03:00:00,15.3,0.0,2.3,180.66,168.06,69.9,71.9,73.2,85.6
2024-04-08 04:00:00,15.6,0.0,2.9,180.66,168.06,71.4,69.9,72.2,86.6
2024-04-08 05:00:00,18.6,0.0,2.3,180.66,168.06,73.2,71.4,72.9,89.6
2024-04-08 06:00:00,20.8,0.0,1.0,180.66,168.06,72.8,73.2,72.8,95.7
2024-04-08 07:00:00,22.6,0.0,4.7,180.66,168.06,82.0,72.8,78.2,101.0
2024-04-08 08:00:00,24.4,0.0,7.9,180.66,168.06,90.2,82.0,82.4,102.7
2024-04-08 09:00:00,25.8,0.0,7.9,180.66,168.06,91.6,90.2,86.7,108.5
2024-04-08 10:00:00,26.0,0.0,11.8,180.66,168.06,99.6,91.6,93.7,110.0
2024-04-08 11:00:00,25.6,0.0,5.9,180.66,168.06,87.4,99.6,98.6,108.4
2024-04-08 12:00:00,25.8,0.1,7.5,180.66,168.06,91.8,87.4,101.1,112.9
2024-04-08 13:00:00,25.3,0.0,3.8,180.66,168.06,82.9,91.8,103.6,102.8
2024-04-08 14:00:00,24.3,0.0,9.8,180.66,168.06,93.9,82.9,101.3,106.8
2024-04-08 15:00:00,20.9,0.3,6.5,180.66,168.06,86.9,93.9,89.2,100.5
2024-04-08 16:00:00,17.6,2.3,11.7,180.66,168.06,114.0,86.9,95.6,92.3
2024-04-08 17:00:00,17.3,0.5,6.1,180.66,168.06,84.5,114.0,74.8,82.5
2024-04-08 18:00:00,17.2,0.1,1.4,180.66,168.06,71.0,84.5,95.6,82.5
2024-04-08 19:00:00,16.5,0.0,2.9,180.66,168.06,72.3,71.0,71.6,84.0
2024-04-08 20:00:00,17.3,0.0,2.7,180.66,168.06,72.7,72.3,77.6,83.9
2024-04-08 21:00:00,17.0,0.0,5.9,180.66,168.06,78.8,72.7,86.0,85.1
2024-04-08 22:00:00,15.9,0.6,4.1,180.66,168.06,80.1,78.8,81.9,83.9
2024-04-08 23:00:00,16.1,0.9,5.8,180.66,168.06,86.7,80.1,71.9,82.4
2024-04-09 00:00:00,16.0,0.0,4.4,180.66,168.06,74.8,86.7,72.6,82.2
2024-04-09 01:00:00,16.6,0.3,2.9,180.66,168.06,75.4,74.8,73.1,72.5
2024-04-09 02:00:00,17.0,0.6,3.7,180.66,168.06,80.4,75.4,71.9,74.6
2024-04-09 03:00:00,16.9,0.6,4.4,180.66,168.06,81.7,80.4,69.9,77.5
2024-04-09 04:00:00,17.0,0.2,3.7,180.66,168.06,76.4,81.7,71.4,74.2
2024-04-09 05:00:00,18.0,0.1,3.6,180.66,168.06,76.2,76.4,73.2,70.6
2024-04-09 06:00:00,19.7,0.0,3.1,180.66,168.06,75.9,76.2,72.8,73.6
2024-04-09 07:00:00,21.7,0.0,0.0,180.66,168.06,71.7,75.9,82.0,77.7
2024-04-09 08:00:00,24.1,0.0,2.0,180.66,168.06,78.1,71.7,90.2,90.8
2024-04-09 09:00:00,25.4,0.0,3.4,180.66,168.06,82.19999999999999,78.1,91.6,93.2
2024-04-09 10:00:00,26.0,0.0,5.2,180.66,168.06,86.4,82.19999999999999,99.6,91.0
2024-04-09 11:00:00,26.8,0.0,6.3,180.66,168.06,89.4,86.4,87.4,95.8
2024-04-09 12:00:00,26.0,0.0,12.1,180.66,168.06,100.2,89.4,91.8,102.6
2024-04-09 13:00:00,24.0,0.0,5.4,180.66,168.06,84.8,100.2,82.9,101.7
2024-04-09 14:00:00,23.0,0.0,7.6,180.66,168.06,88.2,84.8,93.9,100.2
2024-04-09 15:00:00,21.2,0.0,4.2,180.66,168.06,79.6,88.2,86.9,94.8
2024-04-09 16:00:00,19.3,0.0,5.5,180.66,168.06,80.3,79.6,114.0,81.9
2024-04-09 17:00:00,19.0,0.0,7.1,180.66,168.06,83.2,80.3,84.5,83.0
2024-04-09 18:00:00,18.6,0.0,8.0,180.66,168.06,84.6,83.2,71.0,75.1
2024-04-09 19:00:00,17.8,0.0,5.4,180.66,168.06,78.6,84.6,72.3,75.7
2024-04-09 20:00:00,16.6,0.0,8.8,180.66,168.06,84.2,78.6,72.7,77.9
2024-04-09 21:00:00,16.3,0.0,6.0,180.66,168.06,78.3,84.2,78.8,73.4
2024-04-09 22:00:00,15.8,0.0,5.6,180.66,168.06,77.0,78.3,80.1,73.5
2024-04-09 23:00:00,14.6,0.0,6.4,180.66,168.06,77.4,77.0,86.7,73.4
2024-04-10 00:00:00,14.2,0.0,5.4,180.66,168.06,75.0,77.4,74.8,70.0
2024-04-10 01:00:00,15.1,0.0,5.6,180.66,168.06,76.3,75.0,75.4,73.8
2024-04-10 02:00:00,15.1,0.0,8.0,180.66,168.06,81.1,76.3,80.4,74.0
2024-04-10 03:00:00,15.0,0.0,7.6,180.66,168.06,80.2,81.1,81.7,77.2
2024-04-10 04:00:00,14.9,0.0,5.5,180.66,168.06,75.9,80.2,76.4,77.4
2024-04-10 05:00:00,19.3,0.0,2.6,180.66,168.06,74.5,75.9,76.2,76.3
2024-04-10 06:00:00,21.8,0.0,3.6,180.66,168.06,79.0,74.5,75.9,74.7
2024-04-10 07:00:00,23.5,0.0,5.8,180.66,168.06,85.1,79.0,71.7,84.0
2024-04-10 08:00:00,24.8,0.0,8.1,180.66,168.06,91.0,85.1,78.1,88.5
2024-04-10 09:00:00,26.1,0.0,10.2,180.66,168.06,96.5,91.0,82.19999999999999,91.3
2024-04-10 10:00:00,26.8,0.0,12.7,180.66,168.06,102.2,96.5,86.4,93.0
2024-04-10 11:00:00,27.1,0.0,12.6,180.66,168.06,102.3,102.2,89.4,94.2
2024-04-10 12:00:00,27.5,0.0,13.4,180.66,168.06,104.3,102.3,100.2,99.5
2024-04-10 13:00:00,25.9,0.1,11.0,180.66,168.06,98.9,104.3,84.8,97.2
2024-04-10 14:00:00,24.5,0.2,12.3,180.66,168.06,101.1,98.9,88.2,96.2
2024-04-10 15:00:00,22.8,0.1,8.9,180.66,168.06,91.6,101.1,79.6,85.8
2024-04-10 16:00:00,20.7,0.0,7.6,180.66,168.06,85.9,91.6,80.3,93.2
2024-04-10 17:00:00,19.6,0.0,6.5,180.66,168.06,82.6,85.9,83.2,97.6
2024-04-10 18:00:00,18.8,0.0,7.5,180.66,168.06,83.8,82.6,84.6,87.1
2024-04-10 19:00:00,18.2,0.1,7.9,180.66,168.06,85.0,83.8,78.6,82.3
2024-04-10 20:00:00,17.1,0.2,4.7,180.66,168.06,78.5,85.0,84.2,86.6
2024-04-10 21:00:00,16.6,0.3,11.7,180.66,168.06,93.0,78.5,78.3,87.4
2024-04-10 22:00:00,17.0,0.1,8.6,180.66,168.06,85.2,93.0,77.0,92.7
2024-04-10 23:00:00,16.5,0.0,6.1,180.66,168.06,78.7,85.2,77.4,81.1
2024-04-11 00:00:00,16.4,0.0,6.1,180.66,168.06,78.6,78.7,75.0,77.5
2024-04-11 01:00:00,15.4,0.0,6.3,180.66,168.06,78.0,78.6,76.3,77.0
2024-04-11 02:00:00,16.8,0.0,2.6,180.66,168.06,72.0,78.0,81.1,74.8
2024-04-11 03:00:00,16.8,0.0,1.5,180.66,168.06,69.8,72.0,80.2,76.2
2024-04-11 04:00:00,16.2,0.0,0.5,180.66,168.06,67.2,69.8,75.9,75.6
2024-04-11 05:00:00,18.8,0.0,2.5,180.66,168.06,73.8,67.2,74.5,77.7
2024-04-11 06:00:00,21.0,0.0,0.7,180.66,168.06,72.4,73.8,79.0,83.2
2024-04-11 07:00:00,23.5,0.0,3.0,180.66,168.06,79.5,72.4,85.1,86.9
2024-04-11 08:00:00,25.5,0.0,7.1,180.66,168.06,89.7,79.5,91.0,88.3
2024-04-11 09:00:00,26.5,0.0,11.0,180.66,168.06,98.5,89.7,96.5,90.8
2024-04-11 10:00:00,26.9,0.0,12.0,180.66,168.06,100.9,98.5,102.2,96.6
2024-04-11 11:00:00,27.3,0.0,12.1,180.66,168.06,101.5,100.9,102.3,99.8
2024-04-11 12:00:00,27.0,0.3,17.1,180.66,168.06,114.2,101.5,104.3,95.3
2024-04-11 13:00:00,25.8,0.0,11.4,180.66,168.06,98.6,114.2,98.9,94.6
2024-04-11 14:00:00,25.2,0.1,12.5,180.66,168.06,101.2,98.6,101.1,97.1
2024-04-11 15:00:00,23.6,0.0,11.3,180.66,168.06,96.2,101.2,91.6,90.6
2024-04-11 16:00:00,21.3,0.0,8.9,180.66,168.06,89.1,96.2,85.9,82.8
2024-04-11 17:00:00,19.9,0.0,8.7,180.66,168.06,87.3,89.1,82.6,75.0
2024-04-11 18:00:00,19.0,0.0,6.3,180.66,168.06,81.6,87.3,83.8,78.7
2024-04-11 19:00:00,18.4,0.0,8.0,180.66,168.06,84.4,81.6,85.0,78.4
2024-04-11 20:00:00,18.0,0.0,6.1,180.66,168.06,80.2,84.4,78.5,82.0
2024-04-11 21:00:00,17.8,0.0,7.0,180.66,168.06,81.8,80.2,93.0,83.7
2024-04-11 22:00:00,18.0,0.0,3.8,180.66,168.06,75.6,81.8,85.2,83.6
2024-04-11 23:00:00,17.9,0.0,4.3,180.66,168.06,76.5,75.6,78.7,89.2
2024-04-12 00:00:00,17.9,0.1,3.7,180.66,168.06,76.3,76.5,78.6,84.4
2024-04-12 01:00:00,17.9,0.0,6.6,180.66,168.06,81.1,76.3,78.0,82.2
2024-04-12 02:00:00,17.7,0.0,6.1,180.66,168.06,79.9,81.1,72.0,74.7
2024-04-12 03:00:00,17.6,0.1,4.4,180.66,168.06,77.4,79.9,69.8,75.1
2024-04-12 04:00:00,17.8,0.3,4.0,180.66,168.06,78.8,77.4,67.2,76.3
2024-04-12 05:00:00,18.6,0.1,2.5,180.66,168.06,74.6,78.8,73.8,77.0
2024-04-12 06:00:00,20.9,0.0,0.7,180.66,168.06,72.3,74.6,72.4,78.4
2024-04-12 07:00:00,23.0,0.0,4.0,180.66,168.06,81.0,72.3,79.5,80.1
2024-04-12 08:00:00,24.5,0.0,5.9,180.66,168.06,86.3,81.0,89.7,87.7
2024-04-12 09:00:00,26.2,0.0,8.7,180.66,168.06,93.6,86.3,98.5,95.6
2024-04-12 10:00:00,27.2,0.0,12.3,180.66,168.06,101.8,93.6,100.9,88.2
2024-04-12 11:00:00,26.5,0.3,12.7,180.66,168.06,104.9,101.8,101.5,133.7
2024-04-12 12:00:00,26.2,0.1,13.7,180.66,168.06,104.6,104.9,114.2,93.6
2024-04-12 13:00:00,25.5,0.0,13.0,180.66,168.06,101.5,104.6,98.6,100.8
2024-04-12 14:00:00,23.6,0.2,14.1,180.66,168.06,103.8,101.5,101.2,98.2
2024-04-12 15:00:00,21.7,0.9,7.6,180.66,168.06,95.9,103.8,96.2,96.2
2024-04-12 16:00:00,19.2,1.0,4.1,180.66,168.06,87.4,95.9,89.1,85.4
2024-04-12 17:00:00,18.4,0.1,4.2,180.66,168.06,77.8,87.4,87.3,86.2
2024-04-12 18:00:00,19.2,0.0,3.3,180.66,168.06,75.8,77.8,81.6,102.0
2024-04-12 19:00:00,18.7,0.0,2.5,180.66,168.06,73.7,75.8,84.4,79.7
2024-04-12 20:00:00,18.9,0.3,2.7,180.66,168.06,77.3,73.7,80.2,86.0
2024-04-12 21:00:00,18.0,0.9,7.1,180.66,168.06,91.2,77.3,81.8,101.4
2024-04-12 22:00:00,17.3,0.2,8.9,180.66,168.06,87.1,91.2,75.6,107.3
2024-04-12 23:00:00,17.1,0.1,5.4,180.66,168.06,78.9,87.1,76.5,79.6
2024-04-13 00:00:00,17.4,0.1,4.4,180.66,168.06,77.2,78.9,76.3,71.7
2024-04-13 01:00:00,17.1,0.4,7.6,180.66,168.06,86.3,77.2,81.1,71.5
2024-04-13 02:00:00,17.0,0.1,5.6,180.66,168.06,79.2,86.3,79.9,72.0
2024-04-13 03:00:00,16.9,0.0,5.1,180.66,168.06,77.1,79.2,77.4,72.1
2024-04-13 04:00:00,17.0,0.0,6.1,180.66,168.06,79.2,77.1,78.8,73.7
2024-04-13 05:00:00,17.9,0.0,4.5,180.66,168.06,76.9,79.2,74.6,75.8
2024-04-13 06:00:00,19.1,0.1,3.8,180.66,168.06,77.7,76.9,72.3,79.6
2024-04-13 07:00:00,21.0,0.1,4.0,180.66,168.06,80.0,77.7,81.0,78.7
2024-04-13 08:00:00,22.8,0.1,4.0,180.66,168.06,81.8,80.0,86.3,84.7
2024-04-13 09:00:00,24.0,0.0,6.0,180.66,168.06,86.0,81.8,93.6,88.0
2024-04-13 10:00:00,25.0,0.0,6.1,180.66,168.06,87.2,86.0,101.8,96.4
2024-04-13 11:00:00,25.4,0.0,8.1,180.66,168.06,91.6,87.2,104.9,117.1
2024-04-13 12:00:00,24.6,0.1,11.3,180.66,168.06,98.2,91.6,104.6,103.9
2024-04-13 13:00:00,24.4,0.3,12.7,180.66,168.06,102.8,98.2,101.5,98.4
2024-04-13 14:00:00,23.4,0.1,9.0,180.66,168.06,92.4,102.8,103.8,105.6
2024-04-13 15:00:00,22.5,0.1,7.4,180.66,168.06,88.3,92.4,95.9,90.2
2024-04-13 16:00:00,19.8,0.6,9.7,180.66,168.06,95.2,88.3,87.4,79.3
2024-04-13 17:00:00,18.4,3.0,5.8,180.66,168.06,110.0,95.2,77.8,78.5
2024-04-13 18:00:00,17.5,0.1,3.1,180.66,168.06,74.7,110.0,75.8,89.2
2024-04-13 19:00:00,17.8,0.2,8.9,180.66,168.06,87.6,74.7,73.7,83.80000000000001
2024-04-13 20:00:00,17.4,0.1,6.2,180.66,168.06,80.8,87.6,77.3,92.0
2024-04-13 21:00:00,17.1,0.0,4.7,180.66,168.06,76.5,80.8,91.2,89.6
2024-04-13 22:00:00,17.3,0.0,5.7,180.66,168.06,78.7,76.5,87.1,79.2
2024-04-13 23:00:00,17.2,0.0,2.6,180.66,168.06,72.4,78.7,78.9,75.4
2024-04-14 00:00:00,16.5,0.0,3.1,180.66,168.06,72.7,72.4,77.2,73.0
